time,euler_energy,euler_energy_drift,euler_separation_drift,verlet_energy,verlet_energy_drift,verlet_separation_drift
16.4,-0.470914181424,0.0581706953231,0.0621588568671,-0.499999499999,2.71971606314e-12,2.72114164779e-06
16.5,-0.47075728317,0.0584844921453,0.0628091055004,-0.499999499999,2.44826626217e-12,2.45100582497e-06
16.6,-0.470600786415,0.0587974859687,0.0634473523842,-0.499999499999,2.17037716122e-12,2.17186478557e-06
16.7,-0.470444680393,0.0591096983252,0.0640688971285,-0.499999499999,1.88749205166e-12,1.88929202172e-06
16.8,-0.47028895143,0.0594211565609,0.0646693251421,-0.4999995,1.60849272657e-12,1.60892955692e-06
16.9,-0.470133583193,0.0597318933468,0.0652445785118,-0.4999995,1.33548861181e-12,1.33637529021e-06
17,-0.469978556963,0.0600419461163,0.0657910204879,-0.4999995,1.07625127632e-12,1.07707122732e-06
17.1,-0.469823851958,0.0603513564366,0.0663054926709,-0.4999995,8.37220020089e-13,8.36194819387e-07
17.2,-0.469669445667,0.0606601693273,0.0667853641253,-0.4999995,6.18949955178e-13,6.18555584087e-07
17.3,-0.469515314217,0.0609684325358,0.067228571782,-0.4999995,4.28213448811e-13,4.28499075333e-07
17.4,-0.469361432748,0.0612761957813,0.0676336516221,-0.4999995,2.70117532009e-13,2.69820112475e-07
17.5,-0.469207775804,0.0615835099769,0.0679997602726,-0.4999995,1.44440159944e-13,1.45687010233e-07
17.6,-0.469054317725,0.0618904264415,0.0683266867755,-0.4999995,5.70655205312e-14,5.8578312867e-08
17.7,-0.468901033043,0.0621969961118,0.0686148544238,-0.4999995,7.32747929e-15,1.02333075347e-08
17.8,-0.46874789687,0.0625032687637,0.0688653126894,-0.4999995,1.66533620227e-15,1.61729163395e-09
17.9,-0.468594885278,0.0628092922545,0.0690797193923,-0.4999995,3.01980964679e-14,3.29023002177e-08
18,-0.468441975661,0.0631151117938,0.0692603133905,-0.4999995,1.01252441098e-13,1.03463669632e-07
18.1,-0.468289147083,0.0634207692555,0.069409878193,-0.4999995,2.07611913217e-13,2.11892510427e-07
18.2,-0.468136380595,0.0637263025373,0.0695316970197,-0.4999995,3.51274916266e-13,3.56023842407e-07
18.3,-0.467983659527,0.064031744979,0.0696294999554,-0.4999995,5.28355665774e-13,5.32979820056e-07
18.4,-0.467830969745,0.0643371248476,0.0697074039591,-0.4999995,7.36522691058e-13,7.39227197677e-07
18.5,-0.467678299873,0.0646424648974,0.0697698466037,-0.4999995,9.67782378347e-13,9.70647877407e-07
18.6,-0.467525641468,0.0649477820131,0.0698215145278,-0.4999995,1.22002530178e-12,1.22262113988e-06
18.7,-0.467372989156,0.0652530869422,0.0698672676773,-0.4999995,1.48747829587e-12,1.49011590111e-06
18.8,-0.467220340717,0.0655583841246,0.0699120605034,-0.499999499999,1.76392410545e-12,1.76779117456e-06
18.9,-0.467067697122,0.0658636716202,0.0699608613558,-0.499999499999,2.04558796846e-12,2.0501027107e-06
19,-0.466915062514,0.0661689411425,0.070018571366,-0.499999499999,2.32725183147e-12,2.33141369921e-06
19.1,-0.466762444139,0.0664741781959,0.0700899441528,-0.499999499999,2.60280946174e-12,2.60610731573e-06
19.2,-0.466609852231,0.0667793623183,0.0701795076978,-0.499999499999,2.86548849204e-12,2.86869887134e-06
19.3,-0.466457299829,0.0670844674268,0.0702914897265,-0.499999499999,3.11195824998e-12,3.11394532271e-06
19.4,-0.466304802565,0.0673894622611,0.0704297478963,-0.499999499999,3.33544636833e-12,3.33694995613e-06
19.5,-0.466152378388,0.0676943109192,0.0705977060264,-0.499999499999,3.53162297295e-12,3.53326015423e-06
19.6,-0.466000047262,0.0679989734753,0.0707982975141,-0.499999499999,3.6967133018e-12,3.69895629926e-06
19.7,-0.465847830816,0.0683034066714,0.0710339169623,-0.499999499998,3.8283858842e-12,3.83073003096e-06
19.8,-0.46569575197,0.0686075646675,0.0713063808996,-0.499999499998,3.92186675635e-12,3.92595029997e-06
19.9,-0.465543834537,0.0689113998385,0.071616898307,-0.499999499998,3.9790432993e-12,3.98271590107e-06
20,-0.465392102807,0.0692148636014,0.0719660514811,-0.499999499998,3.99747301994e-12,3.99989343003e-06
